org_id, 2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-29
b6db3167-7cdf-44f6-a4df-93a1afbf57b4,09:15:44,09:19:29,09:33:40,09:31:09,09:17:27,09:22:21,09:21:04,09:27:22
9b3ed80e-8e59-459f-90e6-31369c220738,09:12:47,09:14:23,09:24:45,09:26:28,09:16:00,09:26:35,09:23:42,09:16:32
ce365ad0-6930-4702-99da-1e30895621df,05:57:24,06:28:28,07:37:45,06:32:48,06:21:16,06:16:45,07:28:53,05:53:51
f06d4ccb-7514-4ab4-b3fc-27a1b71104f4,09:19:08,09:13:46,09:26:22,09:27:23,09:19:52,09:22:45,09:19:40,09:23:36
3600d0c5-9712-45d2-a454-b184dd70cb74,09:16:02,09:13:47,09:25:45,09:34:06,09:21:54,09:26:36,09:25:33,09:20:23
bc6a75ba-7aa5-4656-a64d-609f47ba6769,09:16:06,09:16:42,09:23:42,09:29:48,09:20:43,09:20:23,09:22:46,09:19:52
94251cc8-32e0-4e74-9218-48ac722e40a7,09:17:05,09:15:51,09:30:27,09:33:45,09:17:06,09:21:04,09:17:19,09:25:37
61dab777-2b60-4bf0-8052-5b88b66e1406,09:13:40,09:19:08,09:33:43,09:37:19,09:18:53,09:22:58,09:32:24,09:24:17
e71b40f3-9d48-47d9-9a03-bf7a3a5f0cbe,09:13:40,09:18:58,09:33:40,09:26:40,09:19:20,09:22:21,09:23:49,09:25:09
34f9de81-1eed-4dcc-8e2e-be6ea4e17f4c,05:54:05,06:05:37,06:15:32,06:03:58,06:13:04,06:06:46,06:03:21,05:53:50
d769ae35-ced2-4ca0-b804-db5e61e4e8a8,09:15:42,09:15:19,09:30:08,09:23:56,09:20:04,09:26:35,09:21:13,09:23:23
881a9c2a-0ed2-4a5c-a8b4-3bf35db98197,09:19:10,09:13:46,09:27:25,09:29:38,09:21:10,09:23:08,09:19:41,09:23:36
27a0be76-4b62-4c8d-8240-76564922fce2,09:15:44,09:18:12,09:36:08,09:24:19,09:24:55,09:24:56,09:29:55,09:25:41
5b1243ed-183d-4824-ac33-fb712d00afbd,09:19:35,09:15:43,09:26:07,09:33:51,09:26:47,09:27:52,09:22:00,09:26:32
5b133842,09:16:32,09:18:46,09:26:20,09:36:11,09:15:17,09:25:17,09:26:12,09:20:39
0f44a748-b14f-4a90-be06-56f1136b1bf6,06:29:26,09:11:18,07:56:00,08:46:57,09:00:01,09:15:29,09:29:19,06:36:56
38a77b66-3ee9-4539-b7f9-520ae99b3e32,05:49:59,06:02:15,06:06:00,06:01:40,05:59:05,05:59:02,05:59:37,05:55:23
3792825d-bcbe-49a4-9628-80c03ed5ba81,09:15:53,09:14:23,09:26:09,09:26:40,09:18:47,09:23:08,09:17:19,09:19:55
9931b41f-b1ca-44b3-9381-6ff11b5fb52f,09:18:43,09:14:35,09:32:06,09:29:37,09:18:31,09:22:56,09:22:23,09:19:52
365a08c9-8d79-4f22-a123-641b766fc843,09:18:20,09:13:46,09:23:17,09:26:28,09:16:44,09:25:38,09:17:31,09:20:23
0135dcda-5e7a-4ca9-84ad-162fd38896d3,09:14:57,09:14:23,09:30:34,09:24:19,09:19:09,09:20:23,09:26:22,09:17:01
567df0e8-d07a-4119-9ba3-35907f87beff,09:19:09,09:09:14,09:30:19,09:34:06,09:21:54,09:27:26,09:23:27,09:20:38
89fb8b3e-ff4a-4ef0-a081-67a359f28b53,09:19:09,09:15:45,09:25:33,09:31:35,09:21:54,09:28:05,09:26:38,09:25:37
7084d113-6c45-4f66-9cf7-0de92342f904,09:16:05,09:15:32,09:27:09,09:29:26,09:19:18,09:26:28,09:23:18,09:17:29
7672bf3a-d389-408d-af82-99507079b998,05:53:52,06:05:37,07:56:55,06:04:22,06:58:00,06:37:51,06:38:31,06:37:41
3e0a66b1-f677-4e39-a85d-40d62c5ae82c,06:31:37,09:01:57,09:31:02,09:13:23,08:48:20,06:16:11,08:54:49,06:37:04
6e0c692e-a88a-4339-ad80-84f7d6cb9b22,09:15:20,09:19:08,09:31:58,09:25:18,09:19:20,09:26:07,09:29:41,09:17:49
5ba715cb-3a29-4dde-9d4c-62901439cb00,06:29:26,08:53:15,09:09:13,06:13:51,06:28:28,06:41:24,09:14:51,06:41:31
b49e3598-447e-4ebc-96ee-48feb0c354d3,09:13:39,09:17:01,09:32:33,09:33:43,09:21:53,09:19:12,09:26:11,09:14:57
aa67260a-0f86-49d0-9e16-03c9d8c3daff,09:20:20,09:09:06,09:32:28,09:35:40,09:20:33,09:27:28,09:17:32,09:27:19
2ba85a8d-da17-40bb-aaa4-c8f7c8a3ef3a,09:15:06,09:09:43,09:23:41,09:26:28,09:16:01,09:21:37,09:20:34,09:20:08
898efb79-d6e3-41d6-abf0-ae73af066cc8,09:19:09,09:16:04,09:30:19,09:33:27,09:21:54,09:26:09,09:21:41,09:23:21
977a884f-0e26-4984-a777-5e8d1f17d680,09:18:44,09:12:20,09:29:00,09:35:50,09:19:01,09:24:31,09:22:31,09:20:39
45a1a41a-24d2-4a20-b291-8d835d780788,09:21:00,09:15:52,09:24:37,09:28:40,09:21:54,09:27:52,09:22:00,09:23:37
9f8793ce-cba6-47aa-a119-fb258b1ca749,09:18:44,09:13:32,09:29:14,09:25:36,09:16:09,09:22:58,09:20:48,09:18:48
97049819-d3d9-4c0f-9992-cb68efd9e64b,05:53:56,06:01:12,06:10:29,06:00:26,06:00:41,06:03:01,06:05:13,05:54:08
797bf570-baee-471c-99b0-a6c7989477c0,09:16:06,09:19:50,09:28:50,09:29:02,09:19:31,09:22:46,09:17:06,09:17:16
39eb47ab-249d-4ec9-b052-c1c11aa2ef2f,09:12:35,09:19:23,09:33:40,09:34:02,09:20:56,09:19:36,09:27:19,09:15:40
