org_id, 2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-29
79cd70e1-f0bc-4fdb-b276-aebd5f6d736e,09:16:36,09:20:16,09:26:21,09:33:42,09:21:54,09:24:18,09:22:54,09:23:37
14227721-3fe1-4af5-8f58-1de8a5b781a8,09:14:23,09:19:00,09:33:07,09:36:37,09:20:55,09:26:07,09:26:23,09:18:13
2cbcf5c5-5854-4d3d-b998-ba1499302289,09:15:31,09:18:58,09:29:44,09:29:26,09:18:47,09:22:33,09:23:55,09:20:07
a209d7cd-3630-4547-b19f-4218d7966fc8,08:33:18,07:29:29,09:34:43,09:33:44,09:29:16,06:10:07,08:40:45,06:14:58
ec4a7bcb-f218-4b05-b174-55312c539338,09:16:06,09:09:14,09:24:08,09:26:50,09:20:57,09:22:45,09:20:34,09:19:55
3a6c32b0-91b5-4a1a-9999-605b79542bbb,06:54:55,09:19:35,09:33:45,09:40:10,06:31:11,09:21:23,09:25:46,08:17:46
07fea19d-d5bc-4e13-89f4-58ea478a33af,09:04:22,07:30:11,07:40:30,06:18:46,06:29:45,09:27:10,07:31:05,06:44:02
77a6b755-f61f-4f11-9fa2-6aff73033e8f,09:16:42,09:21:35,09:33:54,09:36:37,09:25:10,09:21:32,09:26:23,09:14:57
c319f30e-939c-4da4-b314-3a8a234a7d41,09:15:31,09:13:34,09:23:03,09:29:26,09:18:47,09:26:35,09:20:33,09:19:55
7316f5e0-f31c-49a7-bc2e-9ea8d2423cb7,09:12:35,09:14:58,09:25:20,09:26:51,09:18:47,09:25:50,09:17:44,09:16:48
d4c2522f-815a-409c-8717-b4c24b252b0d,09:13:39,09:13:46,09:26:32,09:24:31,09:16:23,09:21:56,09:17:44,09:25:49
5077ea3a-4c4c-4bac-bee9-62b1aa1564bc,09:14:02,09:19:23,09:32:22,09:27:04,09:21:53,09:21:37,09:21:41,09:26:56
cae830fd-9658-40f0-af68-af2d892667c6,09:15:42,09:19:50,09:23:28,09:24:06,09:17:27,09:25:13,09:22:24,09:23:36
a875a31b-12d0-4cc4-a9aa-2ef90f84d9cb,09:15:44,09:19:29,09:24:55,09:30:20,09:19:53,09:19:36,09:25:53,09:19:55
f386e8fa-9b32-482b-b9af-45d82c7c9066,09:15:42,09:09:20,09:25:45,09:29:37,09:18:35,09:20:37,09:23:42,09:23:36
cf61e456-ff25-47f3-a63c-a517c9b72a4b,09:15:30,09:18:32,09:24:37,09:26:50,09:18:57,09:20:23,09:19:40,09:18:34
20855b12-a162-46c6-90e3-ba09ab7d2112,09:16:05,07:18:56,09:24:49,09:31:16,09:20:00,09:24:17,06:10:40,09:22:40
ad6002c4-f0a3-4b86-8087-15084743bb0e,09:12:34,09:21:58,09:30:17,09:34:02,09:19:58,09:21:00,09:24:45,09:15:11
5caf29af-e37a-482c-9a40-4ec6b94cd10a,09:21:00,09:14:43,09:29:55,09:31:20,09:26:20,09:25:45,09:23:09,09:23:36
cdcd4bb2-a532-4f45-85bc-bf0887598579,05:52:20,06:06:35,06:09:45,06:01:30,06:00:49,06:02:54,06:04:16,05:54:49
98a0480c-0c8a-4715-a18f-293e7a36b75f,09:13:40,09:15:55,09:28:13,09:31:21,09:19:53,09:18:03,09:24:34,09:14:57
2e2f7166-ad12-40d2-9b69-c39bc8399b05,09:17:04,09:16:28,09:30:44,09:27:44,09:19:47,09:26:54,09:21:59,09:20:51
0c420c13-1d1c-4ad2-bd46-b6a8a5022510,09:15:56,09:20:45,09:30:08,09:24:08,09:18:57,09:20:48,09:24:18,09:26:17
55f4e2f9-5240-4181-9b53-caeb123134d3,06:45:04,08:32:25,09:33:56,09:35:28,08:36:28,08:48:42,09:26:41,08:21:05
072190bb-ab66-4936-8b22-f3c92e2ef3dd,09:14:57,09:09:25,09:24:58,09:26:50,09:18:47,09:26:24,09:19:40,09:23:35
117049f0-f85a-471f-bed1-fb3c3f071f87,09:13:17,09:20:36,09:30:19,09:24:08,09:21:53,09:22:22,09:24:46,09:26:04
216b44cb-3750-4b5d-8763-3f81b387d7ca,09:15:44,09:19:38,09:25:47,09:26:40,09:21:46,09:21:37,09:23:39,09:26:17
e5088c38-5b4f-4ddb-b976-8b360dc32dd9,05:56:34,09:18:11,08:08:42,07:46:24,06:44:21,07:10:51,09:25:58,06:09:03
c14edf1c-025b-45b2-b105-857100dd4dda,09:18:45,09:17:11,09:32:45,09:29:25,09:21:54,09:25:43,09:24:20,09:23:36
156c4ca3-6cb0-4d4a-8923-eccff2cf5c35,09:12:35,09:17:05,09:24:14,09:24:08,09:17:12,09:22:54,09:23:42,09:17:01
3cd27bac-29be-41a6-b5fb-ef98e5121b38,09:19:11,09:18:11,09:29:56,09:29:25,09:25:26,09:24:30,09:22:11,09:26:33
7625b9c5-2bfd-45b8-ab7f-655687f7d7f5,09:19:46,09:18:59,09:29:56,09:29:46,09:26:20,09:27:15,09:22:18,09:25:37
286e3cd8-8a04-4c93-bace-eab5e7c9024b,09:16:30,08:46:38,09:28:58,09:35:29,09:20:53,09:01:08,09:24:32,09:20:37
60b0bd28-3f89-47ff-b5f2-d41fff97646c,09:18:42,09:15:51,09:36:45,09:33:26,09:20:42,09:24:54,09:17:45,09:18:19
0d2bd2e6-2788-4469-b314-d8c897706734,09:15:56,09:17:49,09:26:00,09:26:51,09:21:53,09:20:37,09:24:35,09:26:33
3a0d7dc7-a990-4804-aa95-86ad6373014f,09:21:00,09:15:52,09:27:07,09:33:12,09:21:20,09:24:41,09:22:23,09:18:21
b3da69df-e16f-4d48-8ea8-6817a6a82605,08:34:19,09:11:54,09:33:17,07:50:23,09:20:42,06:09:16,06:20:03,06:15:35
9b8fe084-a06c-4956-af56-3891b61d77ec,09:16:36,09:16:41,09:27:08,09:31:50,09:21:54,09:26:29,09:23:19,09:26:33
70d0a4c0-2785-4bd6-8df8-96632a645b04,09:14:57,09:09:14,09:24:38,09:26:37,09:18:47,09:26:35,09:22:10,09:17:02
b4c38c2f-fe18-4603-b8b4-bd10e29cfe09,05:55:21,06:21:31,06:15:23,06:02:53,06:02:31,07:10:49,06:09:10,05:57:44
11276de6-23f5-4446-be16-cab5d632a09f,09:21:01,09:16:39,09:33:20,09:36:34,09:18:44,09:20:27,09:28:56,09:24:31
